disasterNumber,incidentType,state,county,city,zipCode,validRegistrations,averageFemaInspectedDamage,totalInspected,totalDamage,noFemaInspectedDamage,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,hash,lastRefresh
1800,Severe Storm(s),IL,Cook (County),BARRINGTON,60010,5,949,5,4745,2,3,0,0,0,1,2286,2137,0,149,1,0,0,0,efaebe6f7ae3c9f0ed10029272834fcf,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60637,236,1363,216,294431,34,179,3,0,0,130,243280,205128,19524,18628,128,2,0,0,0883981c457c55dabde2105c75205f2d,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60615,61,1922,58,111469,8,48,2,0,0,38,110329,82284,22405,5639,35,2,1,0,b96c98e9f439ca36e1830c6c2395a3b0,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60707,53,755,51,38517,7,44,0,0,0,18,20081,18073,2008,0,18,0,0,0,26de9fb947461407ee5872d1aa42bdd9,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60647,12,1556,12,18672,2,10,0,0,0,8,16019,14689,0,1330,8,0,0,0,9aeb4539d8f05467130dc53bf1b16417,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60625,217,6478,200,1295688,22,143,27,4,4,165,1183453,1026107,81822,75524,135,24,6,3,4e8c2777807412a624cdeb22e6860152,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CRESTWOOD,60445,14,484,14,6769,4,10,0,0,0,6,5034,5034,0,0,6,0,0,0,200e83a0ffeee6f1671cac58485764f7,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),FRANKLIN PARK,60131,44,3443,44,151478,5,35,3,1,0,24,72313,65286,2008,5019,22,2,0,0,1037430b312b8d81e56da425a9cc017d,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),ELK GROVE VILLAGE,60007,17,2139,17,36359,2,14,1,0,0,14,34483,32038,0,2445,13,1,0,0,0bd0747ca5a1005060e3be158e7ebd20,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),HARWOOD HTS,60706,3,2707,3,8120,0,3,0,0,0,1,1109,1109,0,0,1,0,0,0,ccf67df17ce7137b7bae2275f704fd71,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),PALATINE,60074,11,1881,11,20686,0,11,0,0,0,10,15711,14471,0,1240,10,0,0,0,26a807b73e2dc6f57210b4f7095a77c0,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),INVERNESS,60067,1,1292,1,1292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,a1a733a9fc34ae4827fb36d7c2c5e6e4,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),RIVERDALE,60827,699,1159,667,772953,99,567,1,0,0,439,704783,550327,77562,76894,437,2,0,0,e9bfc33204aaa4c189cab0c57a3a62f7,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),MARKHAM,60426,42,1467,40,58678,6,34,0,0,0,17,25779,21116,3576,1087,17,0,0,0,d9b5776012f96e8f790a0a2c90514cdd,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),SCHAUMBURG,60193,41,2271,38,86297,4,33,1,0,0,32,73108,65985,4562,2561,30,2,0,0,53b43ffe215a99ae1fcf60da37ce0671,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),OAK FOREST,60452,47,1019,44,44823,4,40,0,0,0,28,28703,26466,1788,448,28,0,0,0,c722aaefe7c594e80a647f8a492c01ac,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),MORTON GROVE,60053,271,2781,260,723085,8,250,2,0,0,238,655401,583499,41499,30403,235,3,0,0,f1e81fa2cba1e11c09599ecf4a94d736,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),ST CHARLES,60174,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3efc6a67dde97bcedd85e9b645aedc28,2014-11-20T15:22:03 +00:00
1800,Severe Storm(s),IL,Cook (County),BURBANK,60459,12,1681,12,20177,0,12,0,0,0,9,16314,16314,0,0,9,0,0,0,29510b811b74a721ab472863317759ec,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),BELLWOOD,60104,596,1210,565,683371,73,490,2,0,0,354,579541,427660,99708,52173,350,4,0,0,703a979a89346ad7a28475ed754c6b61,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60479,1,2224,1,2224,0,1,0,0,0,1,1729,1729,0,0,1,0,0,0,d1719b519a7aacec0b872bf04f84638e,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60617,2,1462,1972,2883054,181,1,4,1,0,1519,2656598,2240934,247082,168582,1,10,1,0,de4db8c116db20a897ade2311f682337,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60628,1,1046,1609,1682700,308,1,1,1,0,1050,1719399,1293066,307618,118715,1,6,5,3,cd6796e9c7d5e8b602b7bce7380824c0,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60639,118,1462,107,156405,24,83,0,0,0,67,138802,117946,10146,10711,67,0,0,0,8fb99d22bd23341ef269ad27e7057e42,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60651,326,1448,310,448924,33,277,0,0,0,233,411260,338030,38366,34864,232,0,1,1,0239c772fc02e88829f37b08b6acd745,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO  HEIGHTS,60411,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4f48812936ffd8732f38f1b6e214f0cf,2014-11-20T15:22:03 +00:00
1800,Severe Storm(s),IL,Cook (County),CTRY CLB HLS,60478,2,1072,2,2145,0,2,0,0,0,2,1931,1931,0,0,2,0,0,0,f032c680413ba9b0ba7c2d1b405d4201,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),EVANSTON,60201,57,771,56,43197,11,45,0,0,0,35,36733,33705,1788,1240,35,0,0,0,fe710ed6b8578811d8a08cf27b4f5f49,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),GLENVIEW,60025,183,6660,177,1178797,11,133,20,6,7,150,573843,469961,90005,13877,140,6,4,2,1f25a8a2dd75436087d48eb62ddd107d,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),HAZELCREST,60429,1,819,1,819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ff9eab67a8779c678097fd86fced63d4,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),MARKHAMIL,60428,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8443f5048251fce07d1e0488f4c5fd62,2014-11-20T15:22:03 +00:00
1800,Severe Storm(s),IL,Cook (County),KENILWORTH,60043,2,2929,2,5857,0,2,0,0,0,2,4842,4842,0,0,2,0,0,0,3ed68d19d32021f3c225bdaa24a855ea,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),PALOS HILLS,60465,5,546,5,2728,2,3,0,0,0,1,1571,1571,0,0,1,0,0,0,7cfbb3715cbef83f5ed67497484d0a2c,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),OAK PARK,60302,23,1430,21,30030,3,18,0,0,0,12,24196,21142,0,3054,12,0,0,0,935904f947a88c783fd4b95136d06aa2,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),RIVER GROVE,60171,160,4316,149,643141,4,132,12,0,1,115,369777,302742,41225,25810,110,5,0,0,fe0af72ca9afe6c47a132e0c2650c924,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),MT PROSPECT,60056,19,3315,18,59673,1,16,1,0,0,15,40739,33511,2008,5220,15,0,0,0,b3601a55578d57b336da7b824e3bc291,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),SCHAUMBURG,60195,1,1151,1,1151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54b476944992a9b5507f57c3cad7fb94,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),BERWYN,60402,25,1027,25,25681,3,22,0,0,0,19,22643,21398,0,1245,19,0,0,0,eb1e07e39d9452f2463c66e4bd3775a0,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMET,60409,2,100,2,201,1,1,0,0,0,1,201,201,0,0,1,0,0,0,e6cff94904a4664bda56e53ed93a0190,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60607,3,1900,3,5699,0,3,0,0,0,3,7707,5699,2008,0,3,0,0,0,ddfa64959cbb586107cf1ee0f63b83e1,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60619,1,1661,1689,2805437,191,1,13,0,0,1274,2707574,2230880,330713,145981,1,17,3,1,2b6bde6ad530a30076eb48de6b18d844,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60630,50,2033,50,101645,7,42,1,0,0,37,87304,82017,4562,725,37,0,0,0,7e7348348a5729a46a7e3af3f42b2a7a,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60641,20,1865,17,31699,3,14,0,0,0,11,25670,20978,0,4692,11,0,0,0,41803737c2925d1a0520301e876ff31e,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60653,88,1370,77,105453,14,62,1,0,0,41,106825,68678,29626,8521,39,1,1,0,4b2c9b90d2734c8953063a6b34340a1c,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO HTS,60411,17,1947,17,33094,2,14,1,0,0,11,24075,20718,1788,1569,11,0,0,0,cf2045e7a952489f5e6537380ae1ec51,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),DES PLAINES,60018,267,5028,256,1287143,9,215,14,12,6,213,697401,618598,48717,30086,200,10,3,3,50a490a005ea99ad046ddfe4745e866a,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),EVANSTON,60203,26,2009,26,52241,1,25,0,0,0,24,49090,45541,2454,1095,24,0,0,0,aab8e48a9975d4bd5c40cb64659afe07,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),GLENWOOD,60425,283,1422,270,384038,25,243,2,0,0,176,392096,292887,64050,35159,172,3,1,1,cef291720f635a65291a86854873ffdd,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),HILLSIDE,60162,85,1605,85,136456,6,79,0,0,0,56,111926,101881,4978,5066,56,0,0,0,b9262498b36be565264e8e7e273dacc8,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),LA GRANGE PARK,60526,4,1181,4,4724,1,3,0,0,0,3,4224,4224,0,0,3,0,0,0,8146555e5ab892376ff654f5411fdc02,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),MAYWOOD,60153,514,1178,499,587844,83,416,0,0,0,268,538296,434662,71658,31976,265,3,0,0,284603e7cdd134328e72fa0990029816,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),NORRIDGE,60706,50,2828,48,135740,2,45,1,0,0,40,114522,106170,1788,6565,39,1,0,0,954497b994dc5e1faff12dec1bdb443e,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),OLYMPIA FIELDS,60461,99,1335,96,128143,9,87,0,0,0,74,115288,106367,6696,2225,74,0,0,0,c873415dfca9f209a2510ca8a2970425,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),PARK FOREST,60466,358,1326,343,454885,54,284,5,0,0,189,377850,332901,23052,21897,186,3,0,0,aea334f46827830050176073ffed3a4b,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),SCHAUMBURG,60194,15,1813,14,25375,1,13,0,0,0,10,24969,21743,2454,772,10,0,0,0,effa9163fbe6e0d69c31b37e1bf8c022,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),SCHILLER PARK,60176,89,4023,87,349991,4,75,5,3,0,68,250433,209468,26788,14177,63,4,1,0,cd8a9248731db31a01cdecd4877100bc,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),S CHICAGO HEIGHTS,60411,1,989,1,989,0,1,0,0,0,1,989,989,0,0,1,0,0,0,207e23f26c4eebba4ca94dc0de38c3c1,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),STEGER,60475,29,1018,29,29536,5,24,0,0,0,17,27793,23896,2454,1444,17,0,0,0,445864b22dfb2150b6ea631a34742dbd,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),SOUTH BARRINGTON,60010,2,4084,2,8167,0,2,0,0,0,2,8167,8167,0,0,2,0,0,0,c7d9ec3c34c98ffb3076735442993ac6,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),SCHAUMBURG,60173,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01ee5684c4a8578077840dd4b9757f97,2014-11-20T15:22:03 +00:00
1800,Severe Storm(s),IL,Cook (County),ROBBINS,60472,147,1038,134,139131,27,107,0,0,0,61,134568,96671,30089,7807,59,2,0,0,2152e0129968183547d9f78dfdb8e39b,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),SOUTH HOLLAND,60473,1,1573,1349,2122063,92,1,6,0,1,865,1552357,1223259,225293,103805,858,5,2,1,29200381a0c2f89ee6040811d1003668,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),PARK RIDGE,60068,659,3207,627,2010490,12,597,14,3,1,569,1666458,1578072,36161,52224,554,13,2,1,39bef1e298071e4f33a8d15e13aced23,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),ROLLING MEADOWS,60008,24,2718,22,59797,6,15,1,0,0,14,57796,47949,3796,6051,13,1,0,0,03c5276c96e466c14540fb8c94025055,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),SKOKIE,60076,458,2464,435,1071687,14,418,3,0,0,386,951543,864940,35151,51452,382,4,0,0,afeb9c2d016bbfbd41c645c7bfc7b44a,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),STONE PARK,60165,25,9884,24,237211,3,13,3,4,1,13,92500,52439,10938,29122,10,3,0,0,32ef284bfaa124f16654967f8c4c1f53,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),WILLOW SPRINGS,60480,4,983,4,3933,1,3,0,0,0,1,1492,0,0,1492,1,0,0,0,cb01a012f19da54a0f6ca04d4ade76b7,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),SUMMIT,60501,1,2050,1,2050,0,1,0,0,0,1,2050,2050,0,0,1,0,0,0,2b312ae4c2fc575aff9bcefd106dc1bc,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),WINNETKA,60093,6,3065,6,18388,0,6,0,0,0,4,11387,11187,0,200,4,0,0,0,d8a8cc025ed309ddac973eb014897ebd,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),THORNTON,60476,63,1048,63,65993,4,59,0,0,0,45,65610,48247,14058,3305,45,0,0,0,471b18ca121446b09722e9ad8fcd72c4,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),TINLEY PARK,60487,3,176,3,527,1,2,0,0,0,1,151,151,0,0,1,0,0,0,6378de914dc4a824cd651d2a007eed75,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),WESTCHESTER,60154,119,1424,114,162376,9,105,0,0,0,62,99629,84657,9600,5371,62,0,0,0,63724613a7e34d8582ec039aadeeb755,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),STICKNEY,60402,1,5775,1,5775,0,1,0,0,0,1,5775,5775,0,0,1,0,0,0,b83c68e181e8b3139d4dcf8a70ce6489,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),WHEELING,60090,38,3264,38,124029,3,33,2,0,0,29,119229,104270,7362,7597,26,3,0,0,25d391ae059ee823253fdf76a79ab3d0,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),STREAMWOOD,60107,29,3194,28,89428,3,23,1,1,0,21,89120,76125,6916,6079,19,2,0,0,4092aa229a63f910f82b67bdcca05695,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),WILMETTE,60091,44,2468,42,103639,1,41,0,0,0,40,90073,83178,6570,325,40,0,0,0,18aad8e241d537fa5a3d630d8b2034ff,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),TINLEY PARK,60477,31,1391,31,43121,2,29,0,0,0,15,30461,30261,0,200,15,0,0,0,b0b1a6fd01b0ac537187d2add60321be,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),UNIVERSITY PARK,60466,36,1086,34,36918,4,30,0,0,0,20,24591,23836,0,755,20,0,0,0,b745bc927d65b3f209de7c602fcfa02f,2014-12-12T01:22:26 +00:00
1800,Severe Storm(s),IL,Cook (County),SUMMIT ARGO,60501,2,752,2,1504,0,2,0,0,0,1,831,596,0,235,1,0,0,0,87bb66423583065bda011f8cd64c886b,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),WORTH,60482,10,1021,10,10207,1,9,0,0,0,5,12956,6926,6030,0,5,0,0,0,35a53cb759ac8295bd3eda1f2d4099c3,2014-12-12T01:22:25 +00:00
4116,Flood,IL,Cook (County),BRIDGEVIEW,60455,18,4111,18,73991,0,17,1,0,0,14,71355,65638,2462,3254,13,1,0,0,163952893560f99dc1e56bf058a97fac,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),BURBANK,60459,66,3188,62,197652,4,54,3,1,0,49,204285,178353,14532,11400,44,4,1,0,f00590d91a7ea2ae68d6446ae038d73a,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60623,270,1666,249,414862,24,219,5,1,0,180,470184,322406,117125,30653,174,6,0,0,548b5e05e0b9f4c8cc498e4ac6d32bdf,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60652,1,1606,1039,1668397,23,1,1,0,0,883,1963569,1357235,508753,97581,868,14,1,0,8705828aae6c5f7b14f906ee50885429,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),ARGO,60501,1,583,1,583,0,1,0,0,0,1,583,583,0,0,1,0,0,0,28865edd5058613fdcb65849dc11d6b8,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60607,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58cbca6d033c30ca0f14605dc7c42525,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60634,809,2301,757,1741955,24,725,8,0,0,666,1476441,1288759,121776,65906,658,8,0,0,220b893ae519141a49e3ba70c26eccbd,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60827,46,2198,41,90128,7,34,0,0,0,27,95482,73971,14249,7262,25,2,0,0,761dcb44853bc62a775a63b18891025a,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60618,95,2096,88,184465,10,75,3,0,0,72,169290,146041,8486,14763,68,4,0,0,67e44875d29199f68167b6647cb1623f,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CALUMET PARK,60827,465,1782,444,791131,25,407,11,1,0,345,996476,653908,279529,63039,326,18,1,1,eaa3254e5b8ad9e02d2cfba1fd12aa85,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60629,1,1496,1110,1660225,60,1,10,1,0,944,1707941,1265899,283508,158534,926,18,0,0,9098ce8ada16542612aa3ff145691e75,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60659,128,1982,116,229911,4,112,0,0,0,98,166211,152721,0,13490,98,0,0,0,df9f8e23da660fe451e380c42e5a7f29,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),BEDFORD PARK,60501,1,786,1,786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,603e53b5a1f6ae82aac732f2bc89a26d,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60613,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9121f395dbfd7715700a5e3024650699,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60640,3,1775,3,5326,1,2,0,0,0,1,7698,3062,2872,1764,1,0,0,0,7ea2df1c3b23f99609aef0cf6290a238,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHUCAGO,60630,1,989,1,989,0,1,0,0,0,1,989,989,0,0,1,0,0,0,b3ac92c44743d5a370029ce0a080d6b5,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),FOREST VIEW,60402,177,12772,171,2183948,2,85,55,14,15,164,2033311,1788540,152549,92222,81,60,23,14,876ce7183269b6411f182ae128407240,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),LA GRANGE,60525,37,1806,36,65033,5,31,0,0,0,24,52980,43153,7762,2064,24,0,0,0,262ef8b58a42ded81ee2e20568f837cd,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),DIXMOOR,60426,82,2010,77,154808,3,73,1,0,0,50,176079,110795,58811,6473,46,4,0,0,519463007045ee0504917eaf88186f74,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),HARWOOD HTS,60706,4,3608,4,14432,0,4,0,0,0,4,11143,11143,0,0,4,0,0,0,2c5b750de3042fd2d935250292a1e03b,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),MARKHAM,60426,19,2132,19,40501,0,18,1,0,0,13,26334,16132,8896,1306,13,0,0,0,e9644373c88a36811c66df7fedfba5e7,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60645,120,1730,108,186802,3,105,0,0,0,90,140108,128940,0,11168,90,0,0,0,d6d5448a9efaebb24fab4d9bd0e1f975,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CRESTWOOD,60445,21,2470,21,51880,1,19,1,0,0,16,42991,41862,0,1129,15,1,0,0,9410f33198c9ef6b1e9500aa49600635,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),GLENWOOD,60425,264,2361,248,585455,14,233,1,0,0,177,587123,459020,106949,21154,173,4,0,0,8ffd57811ff316f53dab91178c59b9d2,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),LANSING,60438,383,1853,361,668780,18,340,3,0,0,271,805840,532582,235312,37946,260,11,0,0,828c51d9d5f492822f1c3a29baccc743,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),ELMHURST,60126,1,1222,1,1222,0,1,0,0,0,1,1222,692,0,530,1,0,0,0,75e5c60f8c4713b90ac184f83a0cebea,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),EVERGREEN PARK,60805,193,1365,184,251225,8,176,0,0,0,143,261917,197450,55655,8812,141,2,0,0,650ed2d2d6525e4e81300f97e2682072,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),HOMEWOOD,60430,256,1837,233,427966,11,221,1,0,0,176,484469,359369,112488,12612,172,3,1,0,f04360b6687d4c44bd0d6d72f6477573,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),MORTON GROVE,60053,306,3075,287,882419,5,280,2,0,0,239,720630,649321,43164,28145,236,3,0,0,e01aff012325a352470ba3eaaf40c037,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),PARK FOREST,60466,355,1801,329,592477,25,300,4,0,0,245,703964,519198,157146,27620,233,11,1,0,596f34adf15b5104334b02b26a312444,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),SOUTH HOLLAND,60473,1,2159,1199,2588191,46,1,15,0,0,936,2682796,2055455,520256,107085,904,31,1,0,16de490253fccdf679b9ac6ba0eb27c8,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),OAKPARK,60304,1,834,1,834,0,1,0,0,0,1,834,834,0,0,1,0,0,0,6b919b9b72b0e6c366c0fb908b50e7dc,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),SCHAUMBURG,60193,7,2888,7,20216,0,7,0,0,0,7,23332,20061,1932,1339,7,0,0,0,87fa535ef0a9d3dd8536884752f20888,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),WESTERN SPRINGS,60558,16,1960,16,31361,1,15,0,0,0,10,28723,25508,2872,343,10,0,0,0,6d1e09de93cceca82e7f6c416309925f,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),OAK FOREST,60452,54,2661,51,135686,3,47,1,0,0,35,101397,97462,2462,1474,34,1,0,0,170bb01228b12357a26688c216adc5f4,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),ROBBINS,60472,139,2053,124,254628,14,107,3,0,0,81,274689,207017,61416,6256,77,4,0,0,89dddce2b83fb9d798bdf9ae0093fcef,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),NORTHBROOK,60062,27,1964,25,49099,2,23,0,0,0,17,52797,35951,14947,1899,16,1,0,0,b1dc786616112361d67a708cb3a2232d,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),RICHTON PARK,60471,267,1675,252,422012,23,229,0,0,0,194,536993,387696,133822,15476,187,7,0,0,44d92a4ffa7f17c91b4d463ed33d8179,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),STREAMWOOD,60107,7,731,7,5119,1,6,0,0,0,3,10871,3671,7200,0,3,0,0,0,1110db294afcfc1c270a9a0594119949,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),THORNTON,60476,20,1423,20,28470,3,17,0,0,0,13,41809,22549,16363,2896,12,1,0,0,232d8f13285e0eecc92baa933e8683ac,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),HILLSIDE,60162,295,3000,274,822023,12,248,12,1,1,230,733433,614771,55909,62753,218,11,1,1,5a6e31bcde274a95dd8b469230eef1cc,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),MC COOK,60525,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0e540e33d6ff6854aeaa676c26854817,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),PALATINE,60067,13,1660,13,21576,4,9,0,0,0,6,15428,12966,2462,0,6,0,0,0,2d0d7a02a3d7181d9fcd862b546e81e0,2015-03-02T18:42:25 +00:00
