Outfall Structure,Outfall Location,Tide Gate #,Waterway Reach,Plant,Open date/time,Close date/time,Gate Open Period
DS-M75,Fullerton Ave (E),TG1,NBCR Lower (NSC Confluence),Stickney,2016-05-04 09:51:00,2016-05-04 13:33:00,0 days 03:41:44.000000000
DS-M75,Fullerton Ave (E),TG2,NBCR Lower (NSC Confluence),Stickney,2016-05-04 09:51:00,2016-05-04 13:33:00,0 days 03:41:44.000000000
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,2016-05-04 03:50:00,2016-05-04 13:45:00,0 days 09:55:00.000000000
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,2016-05-09 20:52:00,2016-05-10 01:02:00,0 days 04:10:14.000000000
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,2016-05-10 02:31:00,2016-05-10 02:46:00,0 days 00:15:00.000000000
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,2016-05-10 02:44:00,2016-05-10 04:28:00,0 days 01:43:55.000000000
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,2016-05-10 04:28:00,2016-05-10 04:38:00,0 days 00:09:15.000000000
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,2016-05-10 04:38:00,2016-05-10 04:42:00,0 days 00:04:04.000000000
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,2016-05-10 06:23:00,2016-05-10 10:48:00,0 days 04:25:39.000000000
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,2016-05-10 13:07:00,2016-05-10 13:10:00,0 days 00:02:24.000000000
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,2016-05-10 13:11:00,2016-05-10 13:15:00,0 days 00:03:28.000000000
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,2016-05-10 13:32:00,2016-05-10 13:34:00,0 days 00:01:56.000000000
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,2016-05-10 13:13:00,2016-05-10 13:39:00,0 days 00:26:00.000000000
DS-D34-AI,Westchester P.S.(N),TG1,Addison Cr,Stickney,2016-05-10 12:00:00,2016-05-10 13:40:00,0 days 01:40:00.000000000
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,2016-05-10 13:00:00,2016-05-10 13:56:00,0 days 00:56:12.000000000
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,2016-05-10 13:35:00,2016-05-10 14:10:00,0 days 00:35:16.000000000
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,2016-05-10 12:55:00,2016-05-10 14:18:00,0 days 01:23:44.000000000
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,2016-05-10 12:58:00,2016-05-10 14:28:00,0 days 01:29:48.000000000
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,2016-05-10 00:06:00,2016-05-10 23:59:00,0 days 23:53:59.000000000
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,2016-05-11 00:00:00,2016-05-11 03:38:00,0 days 03:38:00.000000000
"DS-D39,42,46",Brookfield Ave (SE wing wall of the bridge) (E),TG3,Salt Cr,Stickney,2016-05-12 02:10:00,2016-05-12 02:12:00,0 days 00:01:08.000000000
DS-M83,Melrose St & North Rockwell St (W),TG1,NBCR Lower (NSC Confluence),Stickney,2016-05-12 02:29:00,2016-05-12 02:50:00,0 days 00:21:04.000000000
TG-NASH,Nashville Ave P.S. (S),TG2,CSSC Lower (SWRP),Stickney,2016-05-12 02:21:00,2016-05-12 03:05:00,0 days 00:44:32.000000000
"DS-D21,25",South Side of Lake St and East of 1st Ave,TG3,DesPlaines Middle,Stickney,2016-05-12 02:56:00,2016-05-12 03:12:00,0 days 00:16:10.000000000
DS-D17,Herrick Ave (W),TG1,DesPlaines Middle,Stickney,2016-05-12 02:53:00,2016-05-12 03:12:00,0 days 00:19:20.000000000
"DS-D37,38",31st St. and Forest Ave (W),TG1,Salt Cr,Stickney,2016-05-12 02:22:00,2016-05-12 03:12:00,0 days 00:50:40.000000000
"DS-D21,25",North Side of Lake St. and East of 1st Ave.,TG1,DesPlaines Middle,Stickney,2016-05-12 02:57:00,2016-05-12 03:14:00,0 days 00:16:20.000000000
DS-D17,Fullerton Ave Ext. (W),TG2,DesPlaines Middle,Stickney,2016-05-12 02:59:00,2016-05-12 03:17:00,0 days 00:18:04.000000000
"DS-D37,38",31st St. and Forest Ave (W),TG1,Salt Cr,Stickney,2016-05-12 03:13:00,2016-05-12 03:19:00,0 days 00:06:24.000000000
DS-M83,Melrose St & North Rockwell St (W),TG1,NBCR Lower (NSC Confluence),Stickney,2016-05-12 03:08:00,2016-05-12 03:22:00,0 days 00:14:00.000000000
TG-I12,Albany Ave (N),TG1,Collateral Channel,Stickney,2016-05-12 03:08:00,2016-05-12 03:26:00,0 days 00:17:16.000000000
"DS-D21,25",South Side of Lake St and 1st Ave (W),TG2,DesPlaines Middle,Stickney,2016-05-12 02:55:00,2016-05-12 03:26:00,0 days 00:30:56.000000000
DS-M21,Western Ave (S),TG2,CSSC Upper (SWRP),Stickney,2016-05-12 03:28:00,2016-05-12 03:30:00,0 days 00:01:44.000000000
DS-D20I,Lyndale and Palmer Ave (W),TG1,DesPlaines Middle,Stickney,2016-05-12 02:23:00,2016-05-12 03:30:00,0 days 01:07:24.000000000
TG-M94,Ardmore Ave (E),TG1,NSC Lower (NSWRP),Stickney,2016-05-12 03:07:00,2016-05-12 03:33:00,0 days 00:26:32.000000000
DS-M104E,Main St (E),TG1,NSC Upper (NSWRP),Stickney,2016-05-12 03:18:00,2016-05-12 03:37:00,0 days 00:18:16.000000000
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,2016-05-12 03:18:00,2016-05-12 03:39:00,0 days 00:21:16.000000000
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,2016-05-12 03:06:00,2016-05-12 03:43:00,0 days 00:36:28.000000000
DS-M70,North Ave (E),TG1,NBCR Lower (NSC Confluence),Stickney,2016-05-12 02:27:00,2016-05-12 03:46:00,0 days 01:19:24.000000000
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,2016-05-12 02:49:00,2016-05-12 03:48:00,0 days 00:59:56.000000000
DS-D11,Belmont Ave (E),TG1,DesPlaines Middle,Stickney,2016-05-12 03:13:00,2016-05-12 03:50:00,0 days 00:36:44.000000000
DS-M97,Pratt Ave (E),TG1,NSC Lower (NSWRP),Stickney,2016-05-12 03:09:00,2016-05-12 03:57:00,0 days 00:48:04.000000000
DS-M97,Pratt Ave (E),TG2,NSC Lower (NSWRP),Stickney,2016-05-12 03:09:00,2016-05-12 03:57:00,0 days 00:48:04.000000000
DS-M97,North Shore Ave (E),TG3,NSC Lower (NSWRP),Stickney,2016-05-12 03:20:00,2016-05-12 03:59:00,0 days 00:38:36.000000000
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,2016-05-12 03:16:00,2016-05-12 04:03:00,0 days 00:47:16.000000000
DS-N02,Foster Ave & Keeler (W),TG1,NBCR Upper (NSC Confluence),Stickney,2016-05-12 02:43:00,2016-05-12 04:04:00,0 days 01:20:48.000000000
DS-N05,"Forest Glen Ave (S), West of Cicero",TG1,NBCR Upper (NSC Confluence),Stickney,2016-05-12 03:00:00,2016-05-12 04:10:00,0 days 01:10:08.000000000
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,2016-05-12 03:54:00,2016-05-12 04:13:00,0 days 00:18:16.000000000
DS-M105W,Greenwood St & McCormick Blvd (W),TG1,NSC Upper (NSWRP),Stickney,2016-05-01 21:59:00,2016-05-12 04:15:00,0 days 06:15:36.000000000
DS-D33,1st Ave & Roosevelt Rd (W),TG1,DesPlaines Middle,Stickney,2016-05-12 02:30:00,2016-05-12 04:26:00,0 days 01:55:40.000000000
"DS-D19,23",North Ave (Thatcher Rd) (E),TG1,DesPlaines Middle,Stickney,2016-05-12 02:37:00,2016-05-12 04:28:00,0 days 01:50:12.000000000
DS-M106E,Lake St (E),TG1,NSC Upper (NSWRP),Stickney,2016-05-12 03:14:00,2016-05-12 04:28:00,0 days 01:13:44.000000000
DS-M80,"Leavitt St East Bank (N), Southwest of DS-M80",TG1,NBCR Lower (NSC Confluence),Stickney,2016-05-12 02:39:00,2016-05-12 04:29:00,0 days 01:49:24.000000000
DS-M109N,Green Bay Rd & McCormick (W),TG1,NSC Upper (NSWRP),Stickney,2016-05-12 03:11:00,2016-05-12 04:29:00,0 days 01:17:40.000000000
DS-M45,14th St (E),TG1,SB Chicago R,Stickney,2016-05-12 03:12:00,2016-05-12 04:31:00,0 days 01:18:50.000000000
DS-M21,Western Ave (S),TG2,CSSC Upper (SWRP),Stickney,2016-05-12 03:30:00,2016-05-12 04:31:00,0 days 01:00:40.000000000
DS-M40,Normal Ave (S),TG2,SB Chicago R,Stickney,2016-05-12 03:24:00,2016-05-12 04:33:00,0 days 01:08:16.000000000
DS-D07,Devon Ave (E),TG3,DesPlaines Upper,Stickney,2016-05-12 03:09:00,2016-05-12 04:35:00,0 days 01:25:52.000000000
DS-M21,Western Ave (S),TG1,CSSC Upper (SWRP),Stickney,2016-05-12 03:27:00,2016-05-12 04:35:00,0 days 01:08:12.000000000
DS-M40,Normal Ave (S),TG1,SB Chicago R,Stickney,2016-05-12 03:24:00,2016-05-12 04:36:00,0 days 01:11:52.000000000
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,2016-05-12 02:57:00,2016-05-12 04:37:00,0 days 01:40:48.000000000
DS-M49,Roosevelt Rd (Roosevelt & Lumber) (W),TG1,SB Chicago R,Stickney,2016-05-12 03:12:00,2016-05-12 04:44:00,0 days 01:32:20.000000000
DS-D26,Lake St (South of the bridge) (E),TG1,DesPlaines Middle,Stickney,2016-05-12 02:35:00,2016-05-12 04:46:00,0 days 02:10:52.000000000
DS-D09,Foster Ave (N),TG2,DesPlaines Middle,Stickney,2016-05-12 03:17:00,2016-05-12 04:51:00,0 days 01:33:36.000000000
DS-M51,Harrison St (W),TG1,SB Chicago R,Stickney,2016-05-12 03:11:00,2016-05-12 04:55:00,0 days 01:43:48.000000000
TG-M22,Oakley Ave (N),TG2,CSSC Upper (SWRP),Stickney,2016-05-12 02:47:00,2016-05-12 05:08:00,0 days 02:21:08.000000000
DS-D09,Foster Ave (N),TG1,DesPlaines Middle,Stickney,2016-05-12 03:17:00,2016-05-12 05:14:00,0 days 01:56:40.000000000
TG-I32,Polk St (W),TG1,SB Chicago R,Stickney,2016-05-12 03:36:00,2016-05-12 05:17:00,0 days 01:40:44.000000000
DS-M73,McLean Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,2016-05-12 02:37:00,2016-05-12 05:19:00,0 days 02:42:16.000000000
DS-M38,Union Ave (N),TG2,SB Chicago R,Stickney,2016-05-12 03:21:00,2016-05-12 05:19:00,0 days 01:58:48.000000000
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,2016-05-12 02:44:00,2016-05-12 05:21:00,0 days 02:37:00.000000000
DS-D32,Maybrook Dr - C&NW RR (S),TG1,DesPlaines Middle,Stickney,2016-05-12 02:05:00,2016-05-12 05:23:00,0 days 03:17:32.000000000
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,2016-05-12 03:21:00,2016-05-12 05:24:00,0 days 02:02:16.000000000
"DS-D37,38",30th St. and Forest Ave. (W),TG2,Salt Cr,Stickney,2016-05-12 02:10:00,2016-05-12 05:24:00,0 days 03:14:00.000000000
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,2016-05-12 02:44:00,2016-05-12 05:24:00,0 days 02:39:40.000000000
DS-D06,Touhy Ave (E),TG1,DesPlaines Upper,Stickney,2016-05-12 03:06:00,2016-05-12 05:25:00,0 days 02:19:08.000000000
DS-M19,California Ave (S),TG2,CSSC Upper (SWRP),Stickney,2016-05-12 03:55:00,2016-05-12 05:30:00,0 days 01:35:04.000000000
DS-D07,Devon Ave (E),TG2,DesPlaines Upper,Stickney,2016-05-12 03:08:00,2016-05-12 05:32:00,0 days 02:24:12.000000000
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,2016-05-12 02:42:00,2016-05-12 05:38:00,0 days 02:55:16.000000000
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,2016-05-12 05:38:00,2016-05-12 05:40:00,0 days 00:01:52.000000000
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,2016-05-12 03:10:00,2016-05-12 05:44:00,0 days 02:34:28.000000000
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,2016-05-12 05:47:00,2016-05-12 05:50:00,0 days 00:02:32.000000000
DS-D15,Franklin St (W),TG1,DesPlaines Middle,Stickney,2016-05-12 02:26:00,2016-05-12 05:56:00,0 days 03:29:56.000000000
DS-D13,Robinson Rd (W),TG1,DesPlaines Middle,Stickney,2016-05-12 02:57:00,2016-05-12 05:58:00,0 days 03:01:00.000000000
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,2016-05-12 05:56:00,2016-05-12 05:59:00,0 days 00:03:04.000000000
DS-D35,26th St (West abutement of the bridge) (W),TG1,DesPlaines Middle,Stickney,2016-05-12 02:08:00,2016-05-12 06:04:00,0 days 03:55:56.000000000
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,2016-05-12 06:05:00,2016-05-12 06:08:00,0 days 00:03:24.000000000
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,2016-05-12 06:14:00,2016-05-12 06:17:00,0 days 00:02:32.000000000
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,2016-05-12 02:37:00,2016-05-12 06:17:00,0 days 03:39:28.000000000
DS-D28,Van Buren ext. in Concordia Cemetery (At C&NW Rail Rd) (E),TG1,DesPlaines Middle,Stickney,2016-05-12 02:21:00,2016-05-12 06:21:00,0 days 03:59:20.000000000
DS-D07,South Devon Ave. & E. River Road (E),TG1,DesPlaines Upper,Stickney,2016-05-12 03:07:00,2016-05-12 06:28:00,0 days 03:20:40.000000000
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,2016-05-12 02:51:00,2016-05-12 06:35:00,0 days 03:44:12.000000000
DS-M79,Logan Blvd (W),TG3,NBCR Lower (NSC Confluence),Stickney,2016-05-12 03:29:00,2016-05-12 06:49:00,0 days 03:19:36.000000000
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,2016-05-12 03:05:00,2016-05-12 06:51:00,0 days 03:46:16.000000000
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,2016-05-12 03:06:00,2016-05-12 06:52:00,0 days 03:46:24.000000000
DS-D31,Washington Blvd (S of Bridge) (W),TG1,DesPlaines Middle,Stickney,2016-05-12 02:14:00,2016-05-12 07:02:00,0 days 04:48:16.000000000
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,2016-05-12 02:43:00,2016-05-12 07:31:00,0 days 04:48:20.000000000
TG-I12,Albany Ave (N),TG1,Collateral Channel,Stickney,2016-05-12 03:27:00,2016-05-12 07:42:00,0 days 04:15:16.000000000
"DS-D47,50,51",Southview Ave and Custer (W),TG2,Salt Cr,Stickney,2016-05-12 02:09:00,2016-05-12 08:26:00,0 days 06:17:44.000000000
DS-M08,Natchez Ave ext. (S),TG1,CSSC Lower (SWRP),Stickney,2016-05-12 02:24:00,2016-05-12 08:41:00,0 days 06:16:52.000000000
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,2016-05-12 02:44:00,2016-05-12 09:01:00,0 days 06:16:40.000000000
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,2016-05-12 02:44:00,2016-05-12 09:16:00,0 days 06:32:16.000000000
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,2016-05-12 09:28:00,2016-05-12 09:29:00,0 days 00:00:56.000000000
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,2016-05-12 09:27:00,2016-05-12 09:29:00,0 days 00:02:04.000000000
DS-M15,Kenton Ave (Kostner Ave Ext.) (N),TG2,CSSC Upper (SWRP),Stickney,2016-05-12 02:42:00,2016-05-12 09:48:00,0 days 07:05:48.000000000
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,2016-05-12 10:24:00,2016-05-12 10:25:00,0 days 00:01:20.000000000
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,2016-05-12 10:25:00,2016-05-12 10:26:00,0 days 00:00:36.000000000
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,2016-05-12 02:41:00,2016-05-12 10:28:00,0 days 07:47:33.000000000
DS-D48,40th St. ext. (40th St. & Haas) (E),TG1,DesPlaines Lower,Stickney,2016-05-12 02:08:00,2016-05-12 10:40:00,0 days 08:32:36.000000000
DS-D27I,1st Ave & Oak St (W),TG2,DesPlaines Middle,Stickney,2016-05-12 02:08:00,2016-05-12 10:49:00,0 days 08:41:28.000000000
DS-D34-DI,Roosevelt Rd (W),TG1,DesPlaines Middle,Stickney,2016-05-12 02:29:00,2016-05-12 11:27:00,0 days 08:57:08.000000000
DS-D28,Van Buren ext. in Concordia Cemetery (At C&NW Rail Rd) (E),TG1,DesPlaines Middle,Stickney,2016-05-12 12:18:00,2016-05-12 12:38:00,0 days 00:19:56.000000000
DS-D34-AI,Westchester P.S.(N),TG1,Addison Cr,Stickney,2016-05-12 02:15:00,2016-05-12 14:15:00,0 days 12:00:00.000000000
"DS-D39,42,46",South of Brookfield Ave (Southwest wing wall of the bridge) (W),TG2,Salt Cr,Stickney,2016-05-12 02:12:00,2016-05-12 21:18:00,0 days 19:06:20.000000000
"DS-D39,42,46",North of Brookfield Ave (W),TG1,Salt Cr,Stickney,2016-05-12 02:12:00,2016-05-12 21:18:00,0 days 19:06:22.000000000
DS-D41,Ogden Ave (Approx. 50' north of the bridge) (E),TG1,DesPlaines Lower,Stickney,2016-05-12 02:13:00,2016-05-13 01:45:00,0 days 23:32:24.000000000
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,2016-05-12 02:17:00,2016-05-13 03:33:00,0 days 01:16:28.000000000
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,2016-05-13 03:34:00,2016-05-13 03:40:00,0 days 00:06:44.000000000
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,2016-05-13 03:41:00,2016-05-13 03:48:00,0 days 00:07:08.000000000
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,2016-05-13 03:49:00,2016-05-13 03:55:00,0 days 00:06:08.000000000
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,2016-05-13 04:00:00,2016-05-13 04:03:00,0 days 00:03:04.000000000
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,2016-05-13 04:10:00,2016-05-13 04:14:00,0 days 00:04:00.000000000
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,2016-05-13 04:19:00,2016-05-13 04:21:00,0 days 00:02:04.000000000
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,2016-05-13 04:27:00,2016-05-13 04:31:00,0 days 00:03:48.000000000
"DS-D44,45",Olmstead Rd (N),TG2,DesPlaines Lower,Stickney,2016-05-12 10:23:00,2016-05-13 05:29:00,0 days 19:06:36.000000000
DS-D62,"Jackson Ave (Brookfield Zoo, across from Wolf Den) (E)",TG1,Salt Cr,Stickney,2016-05-12 02:18:00,2016-05-13 06:20:00,0 days 04:01:52.000000000
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,2016-05-12 02:15:00,2016-05-13 07:40:00,0 days 05:25:00.000000000
"DS-D44,45",Blackhawk Rd ext. (E),TG1,DesPlaines Lower,Stickney,2016-05-12 10:23:00,2016-05-13 09:58:00,0 days 23:34:56.000000000
DS-D28,Van Buren ext. in Concordia Cemetery (At C&NW Rail Rd) (E),TG1,DesPlaines Middle,Stickney,2016-05-13 19:46:00,2016-05-13 20:18:00,0 days 00:31:36.000000000
TG-NASH,Nashville Ave P.S. (S),TG2,CSSC Lower (SWRP),Stickney,2016-05-13 21:57:00,2016-05-13 22:06:00,0 days 00:08:40.000000000
TG-NASH,Nashville Ave P.S. (S),TG2,CSSC Lower (SWRP),Stickney,2016-05-13 22:08:00,2016-05-13 22:19:00,0 days 00:10:16.000000000
DS-D34-AI,Westchester P.S.(N),TG1,Addison Cr,Stickney,2016-05-13 22:20:00,2016-05-13 22:30:00,0 days 00:10:00.000000000
TG-I32,Polk St (W),TG1,SB Chicago R,Stickney,2016-05-13 22:29:00,2016-05-13 22:30:00,0 days 00:00:48.000000000
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,2016-05-13 22:23:00,2016-05-13 22:34:00,0 days 00:10:20.000000000
TG-NASH,Nashville Ave P.S. (S),TG2,CSSC Lower (SWRP),Stickney,2016-05-13 22:22:00,2016-05-13 22:38:00,0 days 00:15:32.000000000
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,2016-05-13 22:36:00,2016-05-13 22:39:00,0 days 00:02:32.000000000
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,2016-05-13 22:19:00,2016-05-13 22:43:00,0 days 00:23:52.000000000
DS-D34-DI,Roosevelt Rd (W),TG1,DesPlaines Middle,Stickney,2016-05-13 22:18:00,2016-05-13 22:45:00,0 days 00:26:48.000000000
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,2016-05-13 22:17:00,2016-05-13 22:45:00,0 days 00:27:48.000000000
DS-N05,"Forest Glen Ave (S), West of Cicero",TG1,NBCR Upper (NSC Confluence),Stickney,2016-05-13 22:37:00,2016-05-13 22:45:00,0 days 00:07:44.000000000
TG-NASH,Nashville Ave P.S. (S),TG2,CSSC Lower (SWRP),Stickney,2016-05-13 22:39:00,2016-05-13 22:46:00,0 days 00:06:40.000000000
TG-M16,Lawndale Ave (N),TG1,CSSC Upper (SWRP),Stickney,2016-05-13 22:24:00,2016-05-13 22:48:00,0 days 00:24:04.000000000
TG-NASH,Nashville Ave P.S. (S),TG2,CSSC Lower (SWRP),Stickney,2016-05-13 22:48:00,2016-05-13 22:51:00,0 days 00:02:56.000000000
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,2016-05-13 22:37:00,2016-05-13 22:51:00,0 days 00:14:16.000000000
DS-M97,Pratt Ave (E),TG1,NSC Lower (NSWRP),Stickney,2016-05-13 22:06:00,2016-05-13 23:06:00,0 days 01:00:00.000000000
DS-M97,Pratt Ave (E),TG2,NSC Lower (NSWRP),Stickney,2016-05-13 22:06:00,2016-05-13 23:06:00,0 days 01:00:00.000000000
DS-M45,14th St (E),TG1,SB Chicago R,Stickney,2016-05-13 22:17:00,2016-05-13 23:09:00,0 days 00:52:04.000000000
DS-M40,Normal Ave (S),TG2,SB Chicago R,Stickney,2016-05-13 22:25:00,2016-05-13 23:09:00,0 days 00:44:20.000000000
DS-N02,Foster Ave & Keeler (W),TG1,NBCR Upper (NSC Confluence),Stickney,2016-05-13 22:00:00,2016-05-13 23:10:00,0 days 01:10:00.000000000
TG-NASH,Nashville Ave P.S. (S),TG3,CSSC Lower (SWRP),Stickney,2016-05-13 23:10:00,2016-05-13 23:11:00,0 days 00:00:52.000000000
DS-M40,Normal Ave (S),TG1,SB Chicago R,Stickney,2016-05-13 22:24:00,2016-05-13 23:12:00,0 days 00:47:44.000000000
DS-D13,Robinson Rd (W),TG1,DesPlaines Middle,Stickney,2016-05-13 22:27:00,2016-05-13 23:12:00,0 days 00:44:52.000000000
DS-D31,Washington Blvd (S of Bridge) (W),TG1,DesPlaines Middle,Stickney,2016-05-13 21:45:00,2016-05-13 23:14:00,0 days 01:29:08.000000000
DS-D35,26th St (West abutement of the bridge) (W),TG1,DesPlaines Middle,Stickney,2016-05-13 22:00:00,2016-05-13 23:19:00,0 days 01:19:28.000000000
DS-D15,Franklin St (W),TG1,DesPlaines Middle,Stickney,2016-05-13 21:56:00,2016-05-13 23:23:00,0 days 01:27:48.000000000
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,2016-05-13 22:23:00,2016-05-13 23:24:00,0 days 01:01:32.000000000
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,2016-05-13 23:25:00,2016-05-13 23:26:00,0 days 00:00:36.000000000
DS-D07,Devon Ave (E),TG3,DesPlaines Upper,Stickney,2016-05-13 22:15:00,2016-05-13 23:32:00,0 days 01:16:44.000000000
DS-M106E,Lake St (E),TG1,NSC Upper (NSWRP),Stickney,2016-05-13 22:04:00,2016-05-13 23:33:00,0 days 01:29:00.000000000
DS-D27I,1st Ave & Oak St (W),TG2,DesPlaines Middle,Stickney,2016-05-13 21:05:00,2016-05-13 23:36:00,0 days 02:31:08.000000000
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,2016-05-13 21:39:00,2016-05-13 23:42:00,0 days 02:02:56.000000000
DS-M105W,Greenwood St & McCormick Blvd (W),TG1,NSC Upper (NSWRP),Stickney,2016-05-13 21:47:00,2016-05-13 23:51:00,0 days 02:03:32.000000000
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,2016-05-13 21:30:00,2016-05-14 00:02:00,0 days 02:31:52.000000000
TG-M22,Oakley Ave (N),TG2,CSSC Upper (SWRP),Stickney,2016-05-13 22:10:00,2016-05-14 00:20:00,0 days 02:10:24.000000000
DS-D15,Franklin St (W),TG1,DesPlaines Middle,Stickney,2016-05-13 23:41:00,2016-05-14 00:24:00,0 days 00:43:08.000000000
DS-D27I,1st Ave & Oak St (W),TG2,DesPlaines Middle,Stickney,2016-05-13 23:53:00,2016-05-14 00:27:00,0 days 00:34:48.000000000
DS-M51,Harrison St (W),TG1,SB Chicago R,Stickney,2016-05-13 22:55:00,2016-05-14 00:28:00,0 days 01:33:20.000000000
DS-M73,McLean Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,2016-05-13 22:07:00,2016-05-14 00:29:00,0 days 02:22:16.000000000
DS-M80,"Leavitt St East Bank (N), Southwest of DS-M80",TG1,NBCR Lower (NSC Confluence),Stickney,2016-05-13 21:59:00,2016-05-14 00:31:00,0 days 02:31:40.000000000
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,2016-05-14 00:11:00,2016-05-14 00:50:00,0 days 00:39:32.000000000
DS-D09,Foster Ave (N),TG2,DesPlaines Middle,Stickney,2016-05-13 22:28:00,2016-05-14 00:52:00,0 days 02:23:16.000000000
